surveyid,survey_date,femaleres,age,married,children,edu,hh_totalmembers,asset_savings,cons_alcohol,cons_tobacco,cons_med_total,cons_ed,cons_social,cons_other,ent_income,med_portion_sickinjured,med_port_sick_child,durable_investment,depressed
1293,31-Oct-61,1,36,0,4,10,6,0,0,0,0.96092218,2.7359591,2.6692283,48.062126,8.8751841,0.66666669,1,297.591,0
473,25-Nov-61,0,52,0,2,9,4,0,0,4.8846879,0.64061481,1.0810375,3.3365355,23.222286,0.2224357,0.25,0,548.52643,1
768,28-Sep-61,1,19,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
1300,01-Aug-60,1,23,1,3,9,5,0,13.956251,0,0,1.3346142,0.93422991,34.433044,8.1811848,0.2,0.33333334,140.93526,1
1271,13-Nov-61,1,31,0,2,10,3,4.8046112,0,0,0,2.6692283,1.2144989,27.786667,85.975838,0,0,176.33813,0
847,14-Dec-61,0,20,1,1,9,,0,0,0,0,0,0,0,0,,,0,0
131,13-Nov-61,1,27,1,2,8,4,16.015369,0,0,9.1287613,0,24.556902,29.468281,9.493556,0.75,1,256.84085,0
670,09-Oct-61,1,29,0,9,8,,0,0,0,0,0,0,0,0,,,0,1
663,19-Sep-61,1,36,1,5,9,7,12.011527,83.737503,14.654063,2.8827665,2.1353827,2.2021134,44.522728,6.0057635,0.42857143,0.60000002,314.05316,1
347,08-Oct-61,1,34,1,4,14,7,8.0076847,0,0,17.825108,3.4433045,2.6692283,34.433044,1820.3604,1,1,317.37448,0
1030,23-Oct-61,1,22,1,2,9,4,48.046108,0,0,0,1.7683637,1.4680755,9.5131302,10.899349,1,1,169.42612,1
64,14-Nov-61,1,28,1,7,10,9,9.6092224,0,0,0,4.8046112,3.9371116,43.401653,57.177097,0.33333334,0.2857143,426.09338,1
340,14-Nov-61,1,22,1,1,1,3,0,,0,0,0,15.881909,67.264557,3.3810227,0.33333334,0,485.12659,0
1318,02-Oct-61,1,30,1,6,10,8,8.0076847,0,0,0,1.3346142,2.8694205,49.167187,2.4245491,0.875,0.83333331,566.94409,0
207,17-Nov-61,1,23,1,0,9,2,0,0,0,7.6873775,0,1.7349985,14.253679,1.2812296,0.5,,364.45453,0
213,17-Nov-61,1,17,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
346,13-Dec-61,1,25,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
105,16-Nov-61,1,23,1,1,10,3,0,0,0,0,0.80076849,29.361513,52.690567,0,1,1,152.14601,0
567,12-Sep-61,1,24,1,3,10,5,16.015369,0,6.9781256,0,1.7349985,3.7903044,24.343363,37.647243,1,1,92.889145,0
1028,13-Sep-61,1,23,1,4,9,6,0,0,0,0,4.1373043,1.3346142,16.143494,4.6711493,0.66666669,0.75,587.53912,0
152,04-Sep-61,1,33,0,4,10,5,60.858406,0,0,0,3.203074,2.9601741,16.43177,82.184425,0.2,0,1180.7062,0
174,28-Sep-61,1,30,0,3,13,,0,0,0,0,0,0,0,0,,,0,0
168,05-Dec-61,1,25,0,3,10,4,0,0,0,0,4.0038424,2.6692283,24.263285,140.93526,0.5,0.66666669,140.93526,0
971,11-Sep-61,1,32,1,4,8,6,0,0,0,0,0.80076849,0.40038425,15.374755,6.303494,0.83333331,0.75,81.004097,0
888,21-Nov-61,1,43,1,6,6,9,0,,0,0,2.2688441,0.66730708,22.693779,192.60152,0.55555558,0.5,65.342712,0
878,03-Oct-61,1,42,1,2,9,4,28.827665,,0,0,2.4023056,7.4738393,51.889797,7.7140698,0.5,0.5,875.13184,0
276,03-Nov-61,1,37,1,6,10,9,35.233814,0,0,0,6.1392255,0.40038425,60.698254,21.336031,0.33333334,0.33333334,280.28616,0
1196,15-Jun-60,1,41,0,3,14,4,0,0,0,0,1.9351906,1.3879987,11.595128,9.7949562,0.75,0.66666669,788.44751,0
18,23-Nov-61,1,31,0,5,10,,0,0,0,0,0,0,0,0,,,0,0
646,16-Oct-61,1,55,0,4,6,,0,0,0,0,0,0,0,0,,,0,0
435,11-Sep-61,1,61,1,0,4,2,0,0,0,0,0,0.013346141,3.0429204,1.7005209,0.5,,272.65659,0
362,13-Sep-61,1,47,1,2,1,5,5.9256868,8.3737497,0,0,40.038425,20.419598,18.737984,22.786314,0.40000001,0.5,3158.9197,1
1246,27-Oct-61,1,21,1,2,10,3,0,0,0,12.011527,0,6.5396094,10.570145,22.021133,0.66666669,0.5,659.02295,0
1347,31-Aug-61,1,34,0,1,9,3,0,0,0,0.3203074,0,31.363434,14.894294,0.77852494,0.33333334,1,533.91876,0
371,15-Nov-61,0,20,1,1,9,,0,0,0,0,0,0,0,0,,,0,0
1147,14-Dec-61,0,42,0,1,10,,0,0,0,0,0,0,0,0,,,0,0
21,13-Dec-61,1,31,1,2,9,,0,0,0,0,0,0,0,0,,,0,1
1123,10-Nov-61,1,26,1,2,9,4,3.203074,0,0,8.0076847,0.80076849,4.6711493,17.696983,3.4566505,1,1,194.62935,0
281,12-Sep-61,0,23,1,1,10,2,0,0,0,0,0,0,7.2069163,2.0797739,0,0,479.33496,0
275,27-Oct-61,1,25,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
92,06-Nov-61,1,47,1,0,5,,0,0,0,0,0,0,0,0,,,0,0
509,14-Sep-61,1,41,0,3,10,4,0,0,0,0,1.3346142,0.53384566,2.5464439,1.0848188,0.75,0.66666669,174.90501,0
760,06-Nov-61,1,58,1,0,9,,0,0,0,0,0,0,0,0,,,0,1
107,05-Oct-61,1,23,1,1,10,3,0,4.8846879,1.3956251,0,0.40038425,2.7493052,37.796272,0.3759163,1,1,143.5905,0
1110,20-Sep-61,1,20,1,4,10,6,19.218445,0,0,0,2.0019212,3.7369196,61.659176,4.0705733,0.16666667,0.25,284.1044,0
573,11-Dec-61,1,19,1,2,9,,0,0,0,0,0,0,0,0,,,0,0
640,03-Sep-61,1,22,1,0,10,2,0,,0,0,0,0.53384566,6.5663018,1.1121784,0.5,,16.015369,1
1177,04-Oct-61,1,35,1,2,12,4,0,0,0,0,1.1344221,2.9228051,26.249191,6.5885453,1,1,275.92386,0
1369,10-Oct-61,1,36,1,3,8,6,6.406148,0,10.467188,1.601537,0.26692283,4.0038424,14.573987,8.0499477,0.66666669,0.66666669,349.9823,0
991,28-Nov-61,1,36,1,7,14,,0,0,0,0,0,0,0,0,,,0,1
820,10-Nov-61,1,32,1,2,9,4,0,0,0,8.0076847,0,4.2707653,44.042267,2.0464084,0.25,0,269.81705,0
343,11-Oct-61,1,43,1,3,10,5,0,0,0,0,2.0819981,6.0057635,6.8866091,0.42262781,0.60000002,0.33333334,289.70978,1
1101,30-Oct-61,1,44,1,5,8,7,8.0076847,,,0,8.2746086,7.0734549,76.553467,0.66730708,0.42857143,0.40000001,398.86725,0
776,06-Oct-60,1,49,1,4,8,7,0,0,0,0,1.9218444,2.6692283,22.34144,22.17239,0.5714286,0.5,828.5481,0
1322,23-Sep-60,1,34,1,3,10,5,0,0,0,36.034584,4.8046112,13.479604,6.2459941,1.2078258,0.60000002,0.33333334,78.475311,0
736,15-Oct-61,1,34,0,3,1,5,0,0,0,0,0.73403776,1.4680755,8.9686069,154.37036,0,0,172.53642,0
699,17-Sep-61,1,36,1,4,14,6,0,1.3956251,0,5.1249185,0.26692283,2.175421,14.109541,0.093422994,0.83333331,1,260.88211,0
80,25-Sep-61,1,37,0,2,9,,0,0,0,0,0,0,0,0,,,0,0
553,27-Sep-61,1,57,1,4,1,7,0,0,0,13.613065,10.943836,2.6692283,58.936562,4.7378802,0.5714286,0.75,202.16043,0
1323,16-Nov-61,1,61,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
1333,27-Sep-61,1,29,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
772,26-Sep-61,1,58,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
208,11-Oct-61,1,45,1,3,9,6,0,0,0,14.413833,2.4690363,1.9618828,55.733486,3.4255097,0.66666669,0.33333334,563.16266,0
717,28-Aug-60,1,31,1,4,9,6,0,0,0,0,4.1639962,7.0734549,14.253679,8.9018764,0,0,678.61572,0
359,30-Oct-61,1,23,1,3,10,5,16.015369,0,0,0,3.203074,4.0038424,10.329914,12.83454,0.40000001,0.33333334,195.2191,0
965,31-Oct-61,1,36,1,4,10,7,0,0,0,0,4.2974577,4.7512264,64.413818,19.488703,0.2857143,0.25,732.87024,0
256,25-Sep-61,1,35,1,3,10,6,0,,0,0,16.015369,22.68844,14.413833,2.8026898,0.5,0.66666669,756.5896,0
861,29-Nov-61,1,21,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
784,19-Nov-61,1,23,1,5,6,,0,0,0,0,0,0,0,0,,,0,0
1094,21-Sep-61,1,48,1,8,8,,0,0,0,0,0,0,0,0,,,0,0
1220,08-Oct-61,1,35,1,5,14,7,0,0,0,0.56053793,1.601537,5.0715337,7.2069163,0.7117942,0.2857143,0,518.09344,0
842,02-Oct-61,1,19,0,0,1,2,0,0,0,0,0,0,2.3222287,0.33365354,0.5,,69.877869,0
1366,11-Oct-61,1,73,0,0,1,2,0,0,0,0,0,2.0819981,6.8065324,7.2402821,0.5,,446.8606,1
675,13-Oct-61,1,36,1,2,7,4,1.7616907,0,2.442344,10.40999,0.20019212,0.46711496,22.101212,6.6730709,0.25,0,236.18477,0
612,08-Oct-61,1,40,1,3,4,,0,0,0,0,0,0,0,0,,,0,0
216,19-Oct-61,1,19.4,1,2,11,4,256.24591,0,0,0,0,3.8703811,46.124264,7.8742232,0,0,473.01404,0
565,15-Sep-61,1,37,0,2,7,,0,0,0,0,0,0,0,0,,,0,0
446,24-Oct-61,1,18,1,3,9,4,48.046108,0,0,0,0,6.406148,30.74951,40.839195,0.5,0.66666669,87.115356,0
891,12-Oct-61,1,37,1,5,10,7,0,0,4.8846879,2.5624592,0,9.1020679,17.456753,6.7175584,0.42857143,0.40000001,449.53366,0
600,15-Oct-61,1,21,1,3,5,5,0,0,0,0,2.6692283,0.44042268,5.4452257,5.4274311,0.60000002,0.66666669,320.74905,1
1006,09-Nov-61,1,37,0,4,9,5,4.8046112,0,0,0,4.6711493,13.012488,187.79623,653.22693,0.2,0.25,311.4317,0
1183,05-Sep-61,1,22,0,3,8,7,9.6092224,0,0,16.015369,1.601537,3.6034582,26.265207,3.3610034,0,0,231.09354,1
1016,13-Sep-61,1,26,1,2,11,4,0,0,0,3.203074,3.4032662,2.3489211,18.337599,8.8996525,0.75,0.5,545.78735,0
661,03-Oct-61,1,35,1,3,10,5,32.030739,0,0,7.0467629,2.2955363,4.6711493,34.192814,3.2397757,0.40000001,0.66666669,754.28271,0
997,11-Oct-61,0,25.9,0,0,8,,0,0,0,0,0,0,0,0,,,0,0
814,03-Oct-61,0,51,0,2,14,3,7.6873775,14.654063,7.8155007,0.48046109,1.8684598,0,22.421518,0.48935851,0,0,206.7121,0
178,16-Oct-61,1,49,1,0,14,3,0,0,7.3270316,4.0038424,28.026897,14.680757,25.624592,27.853397,0.66666669,,879.90784,0
502,01-Oct-61,1,81,0,1,1,,0,0,0,0,0,0,0,0,,,0,1
8,03-Oct-61,1,25,0,3,10,4,8.0076847,0,0,0,1.8017291,2.9895358,45.964111,2.4023056,0.75,0.66666669,446.47287,0
723,08-Oct-61,1,34,1,5,10,8,0,34.890629,6.9781256,0,1.8684598,1.3613064,16.575909,0.044487137,0.125,0.2,220.45602,0
1353,07-Nov-61,1,27,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
1025,18-Sep-61,1,67,1,3,1,5,0,0,0,14.413833,2.4023056,24.690361,46.444572,10.120824,0.80000001,1,384.94528,1
352,07-Nov-61,1,56,1,2,14,,0,0,0,0,0,0,0,0,,,0,0
829,25-Sep-61,1,32,1,4,14,6,40.038425,0,0,0,2.5624592,11.210759,118.19343,9.0308886,0.83333331,1,495.41965,0
734,05-Oct-61,1,33,1,8,10,10,0,0,14.654063,0,1.6282293,14.814218,17.200508,24.036402,0.30000001,0.25,466.27859,0
239,27-Nov-61,1,19,1,2,7,,0,0,0,0,0,0,0,0,,,0,1
674,05-Nov-61,0,20,0,0,14,2,0,0,0,3.203074,1.3346142,1.0676913,18.802044,7.1179423,1,,156.14986,0
1269,01-Sep-61,1,26,1,4,12,6,28.827665,0,0,0,2.0019212,2.6692283,52.850719,26.291899,0.5,0.5,106.6624,0
1141,02-Oct-61,1,18,1,3,8,4,1.601537,0,0,0,0.40038425,0.66730708,8.0076847,20.945656,0.75,0.66666669,303.73157,0
283,26-Oct-61,1,31,1,1,4,,0,0,0,0,0,0,0,0,,,0,0
1019,05-Sep-61,1,32,1,2,1,4,0,0,0,16.015369,0.36034581,28.133665,67.264557,126.82727,0.5,0.5,489.04584,0
513,16-Nov-61,1,22,1,2,9,4,0,0,0,0,0.93422991,17.349985,52.530415,1.7683637,0.5,0.5,108.58421,0
413,05-Dec-61,1,40,1,6,7,9,0,0,0,0,3.0028818,4.2707653,16.175524,0.29361513,0.22222222,0,168.65457,0
45,08-Nov-61,1,46,0,3,9,,0,0,0,0,0,0,0,0,,,0,1
988,08-Oct-61,1,19,1,2,12,,0,0,0,0,0,0,0,0,,,0,0
1032,26-Nov-61,1,35,1,7,5,,0,0,0,0,0,0,0,0,,,0,0
372,12-Sep-61,1,34,1,3,10,5,86.483002,0,0,8.0076847,1.3079219,11.34422,22.501595,48.170673,0.60000002,0.66666669,567.99792,0
380,18-Oct-61,1,24,1,3,10,5,6.406148,0,0,0,0.53384566,1.601537,28.443296,14.538953,0,0,125.70799,0
983,12-Nov-61,1,20,1,2,10,4,0,0,0,0,0.26692283,2.6692283,43.721962,2.9895358,0.5,0.5,199.87183,0
1227,19-Sep-61,1,21,1,1,7,3,0,0,0,0,0,4.1373043,46.092236,0.64506352,0.33333334,1,179.37215,1
331,10-Oct-61,1,33,1,2,7,,0,0,0,0,0,0,0,0,,,0,0
1360,08-Nov-61,1,35,1,3,10,5,0,0,0,11.210759,0.40038425,0.66730708,3.3632276,66.419296,0.40000001,0,229.98074,0
604,07-Nov-61,1,34,1,3,14,,0,0,0,0,0,0,0,0,,,0,0
422,12-Dec-61,1,31,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
1264,03-Nov-61,1,22,1,5,9,7,0,0,0,0,1.601537,4.0705733,24.343363,33.11845,0.71428573,0.60000002,971.19873,0
525,15-Nov-61,1,23,1,2,9,4,0,0,0,38.43689,0.93422991,1.4680755,2.4503517,2.6380875,1,1,89.01178,0
420,26-Oct-61,1,17,1,1,9,,0,0,0,0,0,0,0,0,,,0,0
12,03-Nov-61,1,56,1,3,7,,0,0,0,0,0,0,0,0,,,0,0
1131,27-Oct-61,1,22,1,2,9,4,0,0,0,0,2.4023056,2.0553057,18.625875,4.4131241,1,1,149.82381,0
879,23-Nov-61,1,41,0,5,14,8,48.046108,0,0,13.132604,19.071636,1.5481524,46.17231,6.7188926,0.375,0.2,818.25964,0
961,15-Jul-60,1,28,0,3,13,4,0,0,0,0,2.162075,1.4680755,24.055086,2067.5842,0.75,1,758.32776,0
39,18-Nov-61,1,45,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
1057,30-Oct-61,1,26,1,3,11,5,0,0,0,0,1.8697945,9.8361063,20.147335,0.97871703,0.80000001,1,160.49118,0
544,16-May-60,1,26,1,3,9,5,0,0,0,97.053139,0.66730708,1.0676913,8.1678391,0.33365354,0.40000001,0,652.36511,0
732,21-Nov-61,1,29,1,1,3,3,0,0,0,0,0,2.5357668,25.944899,0.71179426,0,0,70.467628,0
816,05-Sep-61,1,41,1,4,8,6,80.076851,0,0,0,0,0,5.765533,7.6339927,0,0,284.84619,0
383,05-Nov-61,1,58,0,1,9,4,0,0,0,0,7.6073008,1.8684598,15.374755,2.0686522,0.75,1,207.10416,1
144,06-Dec-61,1,22,1,5,11,7,6.406148,0,0,0,0,0.69399935,33.952583,4.6933932,0.71428573,0.80000001,450.59564,0
40,11-Sep-61,1,22,1,1,7,3,0,4.1868749,1.3956251,0,0,1.8684598,7.4631624,0.3558971,0.66666669,0,54.452259,0
923,20-Oct-61,1,58,0,0,1,2,16.015369,0,0,0,0.26692283,0,4.8046112,24.467928,0.5,,262.71185,0
1054,01-Nov-61,1,29,1,3,8,5,0,0,0,0,2.2688441,42.2005,119.23443,38.937366,0.80000001,0.66666669,3017.4404,0
202,29-Oct-61,1,23,1,3,10,5,0,0,,0,1.7083061,8.0076847,23.862902,3.3409841,0.40000001,0.33333334,291.54199,0
139,24-Oct-61,1,24,1,0,5,3,0,0,0,0,0,1.8684598,9.7693758,0.78964669,1,,2084.5596,1
755,29-Nov-61,0,35,1,7,10,,0,0,0,0,0,0,0,0,,,0,0
192,06-Nov-61,1,49,0,1,11,2,0,0,0,0,2.6692283,4.0038424,52.530415,170.67491,1,1,446.82883,0
288,24-Oct-61,1,40,0,1,8,3,0,0,0,0,6.9399939,5.0715337,36.995506,534.21045,0.66666669,1,309.68704,0
680,30-Sep-60,1,21,1,1,9,3,0,0,0,0,1.0676913,4.0038424,23.942978,0.3002882,0.33333334,0,121.96976,0
458,31-Aug-61,1,41,1,6,7,8,11.531066,0,0,5.6053796,8.0076847,7.2069163,16.816139,0.088974275,0.625,0.5,87.056252,0
142,26-Dec-61,0,21,0,1,10,3,0,0,0,35.233814,0,3.3365355,53.811642,0,0.33333334,0,586.96332,0
1168,04-Oct-61,1,32,1,2,9,4,22.421518,0,29.308126,4.0038424,2.2688441,3.0696127,62.139637,146.69189,0.75,1,963.73187,0
25,25-Sep-61,1,28,1,2,10,4,0,0,0,0,2.4023056,7.0734549,36.034584,10.834844,1,1,403.82764,0
958,21-Jun-60,1,34,1,3,10,5,0,0,0,24.023054,0.80076849,3.3365355,43.561806,5.6498666,0.2,0,1075.7452,0
366,15-Sep-60,1,51,1,7,9,11,48.046108,0,0,0,4.2040348,16.642637,83.440079,13.806583,0.72727275,0.71428573,567.0293,0
1303,12-Dec-61,1,22,1,4,7,6,4.8046112,0,0,0,6.6730709,3.6835351,99.823799,43.808712,0.83333331,0.75,456.85562,0
312,09-Nov-61,1,32.799999,1,6,6,8,64.061478,13.956251,1.3956251,0,6.406148,2.3355746,14.253679,7.2069163,0.375,0.16666667,543.45868,0
494,25-Oct-61,1,56,1,0,7,2,0,0,0,0,1.601537,3.5367274,26.713636,20.019213,1,,374.58301,0
754,25-Oct-61,0,81,0,1,16,2,0,0,0,14.413833,3.3365355,0.66730708,8.8084536,0,1,1,54.452255,0
648,12-Nov-61,1,30,1,3,9,5,16.015369,0,9.7693758,0,0.80076849,1.4680755,40.999348,24.325567,0.60000002,0.66666669,320.6449,1
939,06-Nov-61,1,20,1,2,8,3,0,0,0,32.831509,1.0943837,2.1353827,37.395889,14.264801,1,1,216.49413,0
678,11-Nov-61,1,28,1,4,8,6,0,0,0,0,0.73403776,2.0019212,7.2069163,18.517771,0.83333331,0.75,664.12177,1
179,03-Oct-61,1,27,1,3,9,5,0,0,0,0,0.40038425,2.62919,13.853295,28.467319,0.2,0.33333334,841.02936,0
1429,08-May-60,1,24,1,2,12,4,48.046108,0,0,6.406148,2.936151,0.80076849,44.714912,104.7116,0.75,1,177.90985,0
445,30-Nov-61,1,39,0,4,7,,0,0,0,0,0,0,0,0,,,0,1
918,15-Sep-61,1,43,1,2,8,4,0,0,0,0,133.46141,28.347204,36.675198,35.497398,0.25,0.5,456.39676,0
3,07-Sep-60,0,27,1,0,10,2,0,0,0,1.4413832,0.73403776,2.5357668,28.026897,27.072647,1,,320.35825,0
1113,26-Oct-61,1,31,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1362,06-Dec-61,1,48,1,2,1,,0,0,0,0,0,0,0,0,,,0,0
827,08-Nov-61,1,30,1,6,8,8,0,,1.3956251,0,3.8169963,0.66730708,13.45291,35.963406,0,0,185.77829,1
617,17-Oct-61,1,29,1,5,9,7,0,0,0,0,3.203074,1.7349985,60.538097,204.62971,0.42857143,0.60000002,116.79465,0
1029,20-Oct-61,1,36,0,2,3,3,0,0,0,0,0.53384566,0.52049953,0.96092218,19.053841,0,0,79.402557,0
1240,01-Oct-61,1,25,1,4,10,6,0,0,0,0,1.3346142,1.601537,16.655985,130.99237,0.33333334,0.5,1351.3344,1
642,19-Sep-61,1,38,1,0,8,2,0,,,0,0.6005764,0,6.2459941,0.2224357,0,,57.908276,0
306,27-Oct-61,1,34,1,6,8,10,0.1601537,0,0,0,13.613065,8.4748001,34.465076,23.175575,0.40000001,0.33333334,678.76001,0
561,29-Oct-61,1,27,1,3,10,5,96.092216,0,0,14.413833,4.9380727,3.3365355,62.780251,339.38794,0.60000002,0.66666669,424.58847,0
622,03-Dec-61,1,19,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
1228,25-Oct-61,0,61,0,0,9,,0,0,0,0,0,0,0,0,,,0,0
1236,17-Oct-61,1,28,1,9,8,12,0,0,0,0,2.9094589,3.122997,13.132604,0.67842889,0,0,237.53336,0
1250,15-Nov-61,1,47,1,3,5,,0,0,0,0,0,0,0,0,,,0,0
227,14-Nov-61,1,22,1,4,9,7,0,0,0,0,1.5348064,8.505496,21.652781,5.6165013,0.42857143,0.25,350.7366,0
70,14-Nov-61,1,20,1,2,9,4,7.2069163,0,0,0,0,5.9924173,33.087753,0.3203074,0.75,1,113.59538,0
480,23-Sep-61,1,28,1,4,10,6,0,0,0,0,0,1.3346142,10.089684,0.57610846,0,0,161.75523,0
756,18-Aug-60,1,25,1,2,9,4,0,0,9.7693758,0,0.93422991,1.2812296,15.935293,0.50048029,0.75,1,141.25555,0
4,25-Jul-60,1,26,1,2,10,4,0,0,0,133.72833,0,2.936151,59.417023,24.023054,1,1,111.30682,0
1301,18-May-60,1,30,1,5,10,7,0,0,0,0,1.7349985,0.30696124,16.976292,40.372078,0.14285715,0,116.5919,1
1376,06-Dec-61,1,29,0,4,10,,0,0,0,0,0,0,0,0,,,0,1
488,29-Nov-61,1,27,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
1243,15-Sep-61,1,40,1,1,5,3,3.203074,0,0,0,15.374755,0.93422991,32.014725,11.57889,0.33333334,0,704.63232,1
83,14-Nov-61,1,37,1,6,4,9,19.218445,,19.538752,0,20.472982,0.40038425,28.587435,0.71624285,0.22222222,0.16666667,211.71942,0
886,12-Nov-61,0,35,0,0,8,1,11.210759,34.890629,0,2.5624592,2.6692283,0.40038425,10.249837,1.227845,1,,78.475319,0
1297,06-Nov-61,0,30,0,1,10,2,0,0,0,9.6092224,1.601537,0.80076849,2.7226129,0.64061481,0.5,0,160.10732,0
232,29-Nov-61,0,36,1,1,8,,0,0,0,0,0,0,0,0,,,0,0
229,10-Nov-61,1,58,0,0,1,2,0,6.9781256,0,0,0,5.6053796,39.718117,10.294324,1,,350.00012,0
576,17-Oct-61,1,45,1,6,9,,0,0,0,0,0,0,0,0,,,0,0
43,29-Nov-61,0,39,0,2,6,,0,0,0,0,0,0,0,0,,,0,0
563,26-Oct-61,1,34,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1254,11-Dec-61,1,25,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
808,01-Nov-61,1,46,1,6,10,,0,0,0,0,0,0,0,0,,,0,0
750,19-Dec-61,1,29,1,3,12,5,0,0,0,0,0,37.903042,72.389473,0,0.80000001,0.66666669,647.82172,0
765,07-Oct-61,1,35,1,5,7,7,3.203074,0,0,0,0.40038425,5.2049952,19.186413,0.90753758,0.2857143,0.2,274.49524,0
153,03-Sep-61,1,40,1,2,1,5,8.0076847,0,2.442344,0,0.65396094,0.61392248,8.3279924,0.64506352,0.40000001,0,554.20996,0
134,11-Nov-61,1,20,1,2,10,4,0,0,0,0,2.1353827,0.58723027,19.474689,10.576817,1,1,796.8421,1
899,06-Oct-61,1,28,0,4,10,5,0,0,0,0,2.5357668,1.8684598,18.898136,99.179626,0.40000001,0.5,236.18036,0
233,13-Oct-61,1,48,1,3,9,7,4.8046112,0,0,0,11.637836,1.7883829,69.827011,11.72681,0.42857143,0.33333334,699.76245,0
7,17-Oct-61,1,21,1,2,10,4,7.2069163,0,0,0,1.2011528,0.26692283,13.709157,25.34321,0,0,326.08185,0
155,01-Oct-61,1,25,1,3,10,,0,0,0,0,0,0,0,0,,,0,1
959,25-Sep-61,1,28,1,2,10,4,24.023054,4.1868749,0,8.0076847,0,3.4699969,49.167187,0,0.25,0.5,595.75525,0
824,03-Nov-60,1,35,0,2,8,3,8.0076847,0,0,0,0.74738395,0.66730708,42.280579,4.5599318,0,0,173.0677,0
521,05-Sep-61,1,52,1,1,8,4,0,0,2.0934374,0.3203074,0,0,2.2421517,5.7014718,0.25,1,179.6925,0
243,08-Sep-61,1,28,1,2,14,4,0,0,0,0,0.46711496,10.009606,46.764881,125.2046,0.75,1,3782.3252,0
191,20-Nov-61,1,32,1,6,8,8,0,0,0,3.9237657,4.3241501,1.1611143,30.74951,29.276985,0.375,0.5,322.83618,0
35,11-Nov-61,1,32,1,0,1,2,0,37.681877,19.538752,0,0,1.9351906,18.898136,0.80076849,0.5,,59.594353,0
821,04-Sep-61,1,20,1,3,10,6,0,0,0,0,0.22688441,3.6701891,12.491988,16.099895,0.83333331,1,989.65753,0
1049,02-Oct-61,1,61,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
55,22-May-60,1,49,1,6,10,9,0,0,5.931407,9.6092224,6.6730709,6.9399939,31.710432,0.42262781,0.44444445,0.5,75.525185,0
1047,13-Nov-61,1,35,1,5,10,8,0,0,0,0,1.2812296,15.081141,99.695679,17.091957,0.375,0.40000001,338.80585,0
111,12-Oct-61,0,65.900002,0,0,9,1,0,0,0,2.4023056,0,14.894294,51.249184,20.122646,1,,681.44452,0
1139,17-Nov-61,1,63,1,3,10,6,0,0,0,0.80076849,0.40038425,2.4023056,10.730298,73.047882,0.33333334,0.33333334,772.33997,0
631,26-Oct-61,1,31,1,3,10,,0,0,0,0,0,0,0,0,,,0,1
790,29-Sep-61,1,37,0,6,10,,0,0,0,0,0,0,0,0,,,0,0
1063,13-Sep-61,1,27,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
339,24-Sep-61,1,20,1,2,12,,0,0,0,0,0,0,0,0,,,0,0
293,19-Oct-61,1,30.9,1,3,9,5,3.203074,0,0,0,1.601537,1.8684598,17.616907,3.5367277,0.2,0,302.64032,1
672,30-Nov-61,1,28,1,5,8,,0,0,0,0,0,0,0,0,,,0,0
839,24-Nov-61,1,49,0,2,8,,0,0,0,0,0,0,0,0,,,0,1
949,14-Sep-61,1,23,1,1,10,3,0,0,0,0,6.6730709,13.679795,94.170372,0.088974275,0.66666669,1,277.33472,1
1081,12-Nov-61,1,21,1,3,2,6,0,0,0,0,0.66730708,1.0676913,17.136446,33.445431,0.16666667,0,383.90115,0
662,14-Nov-61,1,87,0,0,6,1,0,0,0,0,0,0.53384566,5.1249185,0.044487137,1,,111.17213,1
568,08-Sep-61,0,45,0,0,9,1,0,3.4890628,0,0,1.8284214,1.0009606,7.2069163,0.17794856,0,,163.35677,0
297,11-Aug-60,1,24,0,3,10,5,3.203074,0,0,0,0.26692283,1.2678834,19.538752,4.0705733,0.40000001,0,258.50525,0
489,10-Oct-61,1,35,0,5,9,6,2.5624592,0,0,0,1.0009606,1.0676913,9.849453,8.0744152,0.66666669,0.80000001,120.91605,0
931,15-Dec-61,1,19,1,1,9,,0,0,0,0,0,0,0,0,,,0,0
444,21-Jun-60,1,25,1,2,14,4,0,,,0,1.601537,1.4680755,11.370913,14.68932,0.75,1,69.666862,1
1316,03-Sep-61,1,46,0,0,12,1,0,4.1868749,5.8616252,0,1.601537,5.8189178,16.335678,26.630003,0,,110.96556,0
16,11-Aug-60,1,38,0,4,10,6,0,0,0,0,6.0991869,0,6.0858407,4.0394325,0.83333331,1,232.34933,1
